TARGET,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8,Period 9,Period 10,Period 11,Period 12,Period 13,Period 14,Period 15,Period 16,Period 17,Period 18,Period 19,Period 20,Period 21,Period 22,Period 23,Period 24,Period 25,Period 26,Period 27,Period 28,Period 29,Period 30
feature.Yield.managed.Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.155288000000001E7,1.0903926E8,1.3376639000000001E8,1.4525961E8,9.776533E7,6.86937E7,6.801847E7,6.596616E7,7.303606E7,1.1210723E8,1.3076739E8,1.9496667E8,2.8517458E8,3.3767272E8,4.0280796E8,4.6335326E8,5.1151808000000006E8,5.7911752E8,6.3632095E8
flow.even.product.Yield.managed.Total,8.4,5.1000000000000005,6.9,5.1000000000000005,5.1000000000000005,6.3,6.5,8.9,7.1000000000000005,4.2,5.2,4.3999999999999995,6.1,5.6000000000000005,6.9,4.9,6.7,7.9,7.1000000000000005,3.3000000000000003,5.7,3.6999999999999997,4.5,5.0,4.7,3.9,2.5,0.8,0.8,0.0
flow.ndy.feature.Yield.managed.Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,37.7,130.29999999999998,185.5,110.00000000000001,138.0,130.0,104.80000000000001,148.70000000000002,127.70000000000002
product.Treated.managed.CT,1.9611999598346243E11,1.99999995904E11,1.99999995904E11,1.99999995904E11,0.0,0.0,0.0,4.1599999148032007E9,0.0,5.930999878533121E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.710199964975104E11,1.001599979487232E11,9.946999796285442E10,1.7864999634124805E11,0.0,1.43899997052928E11,0.0,0.0,0.0,1.68799996542976E10,4.8639999003852806E10,1.1292999768719362E11,1.33049997275136E11
product.Yield.managed.Total,8.642491225E9,3.593403025E9,6.048950625000001E9,3.555617641E9,3.5758008040000005E9,5.095675456E9,5.388147215999999E9,9.616940356000002E9,6.446002369000001E9,2.580233616E9,3.64816E9,2.810802289E9,4.841098084E9,4.171997281000001E9,6.125097169000001E9,3.3254828890000005E9,5.7547396E9,7.659225288999999E9,6.409923844E9,1.741059076E9,4.359300625000001E9,2.0817318759999998E9,2.863213081E9,3.5147112250000005E9,3.167100729E9,2.2550151690000005E9,1.1467704959999998E9,131044.0,245025.0,6.937224100000001E7
