TARGET,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8,Period 9,Period 10,Period 11,Period 12,Period 13,Period 14,Period 15,Period 16,Period 17,Period 18,Period 19,Period 20,Period 21,Period 22,Period 23,Period 24,Period 25,Period 26,Period 27,Period 28,Period 29,Period 30
feature.Yield.managed.Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.404746E7,1.1698452000000001E8,2.122136E8,2.9506892E8,3.057067E8,3.1499186E8,2.8463849E8,2.3309406E8,1.872094E8,1.7719936000000003E8,1.3176624E8,8.564482E7,1.1711306E8,1.6323817E8,2.4434987E8,3.9741705E8,5.3088751000000006E8,6.5486214E8,7.2808738E8,7.4764387E8,7.5682139E8
flow.even.product.Yield.managed.Total,1.7000000000000002,3.1,1.8000000000000003,3.5000000000000004,1.2,4.3999999999999995,3.6000000000000005,0.1,1.8000000000000003,0.5,1.6,1.3,1.4000000000000001,2.6,0.0,1.0,3.1,3.1,3.5000000000000004,1.7000000000000002,0.9000000000000001,1.5,0.5,0.2,0.3,0.0,1.5,0.8,0.0,0.0
flow.ndy.feature.Yield.managed.Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.60000000000001,63.3,93.30000000000001,165.7,318.0,286.4,273.9,166.3,45.1,21.2
product.Treated.managed.CT,1.9611999598346243E11,1.99999995904E11,1.99999995904E11,1.99999995904E11,0.0,1.8638999618273282E11,1.99999995904E11,0.0,0.0,1.6081999670640643E11,1.8334999624499203E11,1.7880999633797122E11,1.4616999700643842E11,0.0,4.1599999148032007E9,0.0,0.0,9.83099979866112E10,1.2001999754199042E11,1.1669999760998401E11,5.72099988283392E10,1.99999995904E11,6.69599986286592E10,1.671699965763584E11,1.3124999731200002E11,1.376399971811328E11,1.0278999789486081E11,7.425999847915521E10,1.118299977097216E11,1.978699959476224E11
product.Yield.managed.Total,3.2288496100000006E8,9.90738576E8,3.56039161E8,1.292474401E9,1.58583649E8,1.9465743999999998E9,1.3661894440000002E9,3097600.0,3.3749364099999994E8,2.93764E7,2.77422336E8,1.73870596E8,2.2536014400000003E8,7.226419240000001E8,284089.00000000006,1.05801796E8,9.697618810000001E8,9.976753960000001E8,1.267644816E9,2.9728656400000006E8,8.962408900000001E7,2.5491315600000003E8,2.8976689E7,8791224.999999998,1.4326225E7,3721.0,2.28191236E8,6.82276E7,100.0,4096.0
