BLOCK,DELTA,AGE,TYPE,TREATMENT
37,196,125,MANAGED,CC
40,148,385,MANAGED,CC
40,275,127,MANAGED,CC
41,13,70,MANAGED,CC
41,110,97,MANAGED,CC
41,181,71,MANAGED,CC
41,251,70,MANAGED,CC
42,1,128,MANAGED,CC
42,174,173,MANAGED,CC
42,261,87,MANAGED,CC
43,43,90,MANAGED,CC
43,167,124,MANAGED,CC
43,271,104,MANAGED,CC
44,15,72,MANAGED,CC
44,169,154,MANAGED,CC
44,241,72,MANAGED,CC
45,47,154,MANAGED,CC
45,191,144,MANAGED,CC
46,69,306,MANAGED,CC
46,232,163,MANAGED,CC
47,3,80,MANAGED,CC
47,144,141,MANAGED,CC
47,225,81,MANAGED,CC
48,71,114,MANAGED,CC
48,175,104,MANAGED,CC
48,287,112,MANAGED,CC
49,43,90,MANAGED,CC
49,193,150,MANAGED,CC
49,283,90,MANAGED,CC
50,2,239,MANAGED,CC
50,221,219,MANAGED,CC
51,10,113,MANAGED,CC
51,92,82,MANAGED,CC
51,194,102,MANAGED,CC
51,279,85,MANAGED,CC
53,48,225,MANAGED,CC
53,180,132,MANAGED,CC
53,291,111,MANAGED,CC
54,53,100,MANAGED,CC
54,167,114,MANAGED,CC
54,272,105,MANAGED,CC
56,66,113,MANAGED,CC
56,171,105,MANAGED,CC
56,271,100,MANAGED,CC
57,163,210,MANAGED,CC
57,273,110,MANAGED,CC
58,171,408,MANAGED,CC
61,4,111,MANAGED,CC
61,83,79,MANAGED,CC
61,164,81,MANAGED,CC
61,242,78,MANAGED,CC
62,47,94,MANAGED,CC
62,123,76,MANAGED,CC
62,210,87,MANAGED,CC
62,299,89,MANAGED,CC
63,42,89,MANAGED,CC
63,115,73,MANAGED,CC
63,205,90,MANAGED,CC
63,277,72,MANAGED,CC
66,32,89,MANAGED,CC
66,104,72,MANAGED,CC
66,181,77,MANAGED,CC
66,271,90,MANAGED,CC
67,63,110,MANAGED,CC
67,204,141,MANAGED,CC
67,274,70,MANAGED,CC
68,36,93,MANAGED,CC
68,121,85,MANAGED,CC
68,218,97,MANAGED,CC
69,117,164,MANAGED,CC
69,215,98,MANAGED,CC
69,296,81,MANAGED,CC
70,11,138,MANAGED,CC
71,2,129,MANAGED,CC
71,82,80,MANAGED,CC
71,198,116,MANAGED,CC
71,279,81,MANAGED,CC
72,65,166,MANAGED,CC
72,161,96,MANAGED,CC
72,251,90,MANAGED,CC
73,35,296,MANAGED,CC
73,171,136,MANAGED,CC
74,13,70,MANAGED,CC
74,88,75,MANAGED,CC
74,178,90,MANAGED,CC
74,252,74,MANAGED,CC
76,75,312,MANAGED,CC
76,176,101,MANAGED,CC
76,281,105,MANAGED,CC
77,81,138,MANAGED,CC
77,164,83,MANAGED,CC
77,242,78,MANAGED,CC
78,87,134,MANAGED,CC
78,178,91,MANAGED,CC
78,271,93,MANAGED,CC
79,57,234,MANAGED,CC
79,141,84,MANAGED,CC
79,243,102,MANAGED,CC
80,70,197,MANAGED,CC
80,171,101,MANAGED,CC
81,170,477,MANAGED,CC
81,274,104,MANAGED,CC
83,51,128,MANAGED,CC
83,211,160,MANAGED,CC
84,117,174,MANAGED,CC
84,199,82,MANAGED,CC
84,277,78,MANAGED,CC
85,65,122,MANAGED,CC
85,161,96,MANAGED,CC
85,271,110,MANAGED,CC
86,89,186,MANAGED,CC
86,203,114,MANAGED,CC
87,40,97,MANAGED,CC
87,121,81,MANAGED,CC
87,209,88,MANAGED,CC
89,86,193,MANAGED,CC
89,171,85,MANAGED,CC
89,250,79,MANAGED,CC
90,143,200,MANAGED,CC
90,218,75,MANAGED,CC
90,288,70,MANAGED,CC
91,43,90,MANAGED,CC
91,201,158,MANAGED,CC
92,88,325,MANAGED,CC
92,192,104,MANAGED,CC
92,273,81,MANAGED,CC
95,95,152,MANAGED,CC
95,169,74,MANAGED,CC
95,242,73,MANAGED,CC
96,44,91,MANAGED,CC
96,134,90,MANAGED,CC
96,223,89,MANAGED,CC
97,92,149,MANAGED,CC
97,167,75,MANAGED,CC
97,252,85,MANAGED,CC
98,221,458,MANAGED,CC
99,161,268,MANAGED,CC
101,28,75,MANAGED,CC
101,108,80,MANAGED,CC
101,221,113,MANAGED,CC
102,44,91,MANAGED,CC
102,129,85,MANAGED,CC
102,221,92,MANAGED,CC
102,300,79,MANAGED,CC
103,132,369,MANAGED,CC
103,252,120,MANAGED,CC
105,78,135,MANAGED,CC
105,271,193,MANAGED,CC
107,70,427,MANAGED,CC
107,181,111,MANAGED,CC
108,23,70,MANAGED,CC
108,115,92,MANAGED,CC
108,208,93,MANAGED,CC
108,292,84,MANAGED,CC
109,17,74,MANAGED,CC
109,88,71,MANAGED,CC
109,181,93,MANAGED,CC
109,259,78,MANAGED,CC
110,6,73,MANAGED,CC
110,91,85,MANAGED,CC
110,196,105,MANAGED,CC
110,266,70,MANAGED,CC
111,3,310,MANAGED,CC
111,196,193,MANAGED,CC
112,41,88,MANAGED,CC
112,201,160,MANAGED,CC
113,55,102,MANAGED,CC
113,136,81,MANAGED,CC
113,261,125,MANAGED,CC
114,98,145,MANAGED,CC
114,214,116,MANAGED,CC
114,294,80,MANAGED,CC
116,9,116,MANAGED,CC
116,113,104,MANAGED,CC
116,203,90,MANAGED,CC
118,61,338,MANAGED,CC
119,78,135,MANAGED,CC
119,155,77,MANAGED,CC
119,235,80,MANAGED,CC
120,63,120,MANAGED,CC
120,133,70,MANAGED,CC
120,241,108,MANAGED,CC
121,165,222,MANAGED,CC
121,271,106,MANAGED,CC
122,129,256,MANAGED,CC
122,231,102,MANAGED,CC
123,147,194,MANAGED,CC
123,225,78,MANAGED,CC
125,2,109,MANAGED,CC
125,201,199,MANAGED,CC
126,76,123,MANAGED,CC
126,173,97,MANAGED,CC
126,256,83,MANAGED,CC
127,77,124,MANAGED,CC
127,152,75,MANAGED,CC
127,242,90,MANAGED,CC
128,13,70,MANAGED,CC
128,83,70,MANAGED,CC
128,167,84,MANAGED,CC
128,238,71,MANAGED,CC
129,4,131,MANAGED,CC
129,94,90,MANAGED,CC
130,39,236,MANAGED,CC
130,131,92,MANAGED,CC
130,242,111,MANAGED,CC
131,17,254,MANAGED,CC
131,221,204,MANAGED,CC
132,72,179,MANAGED,CC
132,171,99,MANAGED,CC
132,245,74,MANAGED,CC
133,182,239,MANAGED,CC
133,282,100,MANAGED,CC
134,33,80,MANAGED,CC
134,141,108,MANAGED,CC
134,231,90,MANAGED,CC
135,13,70,MANAGED,CC
135,114,101,MANAGED,CC
135,197,83,MANAGED,CC
135,278,81,MANAGED,CC
136,26,83,MANAGED,CC
136,101,75,MANAGED,CC
136,191,90,MANAGED,CC
137,73,120,MANAGED,CC
137,163,90,MANAGED,CC
137,233,70,MANAGED,CC
138,41,98,MANAGED,CC
138,161,120,MANAGED,CC
139,61,108,MANAGED,CC
139,175,114,MANAGED,CC
140,61,114,MANAGED,CC
140,211,150,MANAGED,CC
140,281,70,MANAGED,CC
141,62,119,MANAGED,CC
141,177,115,MANAGED,CC
141,291,114,MANAGED,CC
145,50,157,MANAGED,CC
145,144,94,MANAGED,CC
145,226,82,MANAGED,CC
146,13,70,MANAGED,CC
146,109,96,MANAGED,CC
146,191,82,MANAGED,CC
146,281,90,MANAGED,CC
147,59,116,MANAGED,CC
147,147,88,MANAGED,CC
147,218,71,MANAGED,CC
147,294,76,MANAGED,CC
148,44,91,MANAGED,CC
148,120,76,MANAGED,CC
148,221,101,MANAGED,CC
149,23,70,MANAGED,CC
149,112,89,MANAGED,CC
149,194,82,MANAGED,CC
149,279,85,MANAGED,CC
150,122,209,MANAGED,CC
150,222,100,MANAGED,CC
151,23,70,MANAGED,CC
151,148,125,MANAGED,CC
151,232,84,MANAGED,CC
152,127,174,MANAGED,CC
152,227,100,MANAGED,CC
153,17,144,MANAGED,CC
153,107,90,MANAGED,CC
153,213,106,MANAGED,CC
153,297,84,MANAGED,CC
154,15,82,MANAGED,CC
154,95,80,MANAGED,CC
154,179,84,MANAGED,CC
154,261,82,MANAGED,CC
155,29,156,MANAGED,CC
155,142,113,MANAGED,CC
155,228,86,MANAGED,CC
159,104,211,MANAGED,CC
159,211,107,MANAGED,CC
159,291,80,MANAGED,CC
161,31,158,MANAGED,CC
161,198,167,MANAGED,CC
161,280,82,MANAGED,CC
162,74,133,MANAGED,CC
162,231,157,MANAGED,CC
163,72,129,MANAGED,CC
163,173,101,MANAGED,CC
164,16,123,MANAGED,CC
164,113,97,MANAGED,CC
164,212,99,MANAGED,CC
165,3,130,MANAGED,CC
165,183,180,MANAGED,CC
165,273,90,MANAGED,CC
166,79,126,MANAGED,CC
166,197,118,MANAGED,CC
167,37,94,MANAGED,CC
167,125,88,MANAGED,CC
167,214,89,MANAGED,CC
168,10,117,MANAGED,CC
168,94,84,MANAGED,CC
168,179,85,MANAGED,CC
168,259,80,MANAGED,CC
169,23,80,MANAGED,CC
169,128,105,MANAGED,CC
169,224,96,MANAGED,CC
170,64,167,MANAGED,CC
170,171,107,MANAGED,CC
172,148,395,MANAGED,CC
172,258,110,MANAGED,CC
173,74,251,MANAGED,CC
173,225,151,MANAGED,CC
175,15,72,MANAGED,CC
175,111,96,MANAGED,CC
175,197,86,MANAGED,CC
175,282,85,MANAGED,CC
176,6,133,MANAGED,CC
176,82,76,MANAGED,CC
176,162,80,MANAGED,CC
176,232,70,MANAGED,CC
177,31,158,MANAGED,CC
177,188,157,MANAGED,CC
177,271,83,MANAGED,CC
178,68,125,MANAGED,CC
178,167,99,MANAGED,CC
178,247,80,MANAGED,CC
180,53,100,MANAGED,CC
180,162,109,MANAGED,CC
180,271,109,MANAGED,CC
181,31,88,MANAGED,CC
181,143,112,MANAGED,CC
181,228,85,MANAGED,CC
182,102,229,MANAGED,CC
182,199,97,MANAGED,CC
182,279,80,MANAGED,CC
183,73,120,MANAGED,CC
183,182,109,MANAGED,CC
183,262,80,MANAGED,CC
184,92,149,MANAGED,CC
184,167,75,MANAGED,CC
184,237,70,MANAGED,CC
185,75,112,MANAGED,CC
185,179,104,MANAGED,CC
187,54,131,MANAGED,CC
187,134,80,MANAGED,CC
187,243,109,MANAGED,CC
188,54,101,MANAGED,CC
188,137,83,MANAGED,CC
188,241,104,MANAGED,CC
189,84,131,MANAGED,CC
189,155,71,MANAGED,CC
189,243,88,MANAGED,CC
191,51,108,MANAGED,CC
191,171,120,MANAGED,CC
192,22,79,MANAGED,CC
192,184,162,MANAGED,CC
192,262,78,MANAGED,CC
193,91,148,MANAGED,CC
193,170,79,MANAGED,CC
193,257,87,MANAGED,CC
196,3,70,MANAGED,CC
196,86,83,MANAGED,CC
196,201,115,MANAGED,CC
197,9,136,MANAGED,CC
197,82,73,MANAGED,CC
197,156,74,MANAGED,CC
197,233,77,MANAGED,CC
198,76,123,MANAGED,CC
199,2,159,MANAGED,CC
199,82,80,MANAGED,CC
199,170,88,MANAGED,CC
199,271,101,MANAGED,CC
200,161,398,MANAGED,CC
202,37,94,MANAGED,CC
202,125,88,MANAGED,CC
202,200,75,MANAGED,CC
203,73,150,MANAGED,CC
203,204,131,MANAGED,CC
204,83,140,MANAGED,CC
204,208,125,MANAGED,CC
205,99,206,MANAGED,CC
205,275,176,MANAGED,CC
206,57,164,MANAGED,CC
206,147,90,MANAGED,CC
206,218,71,MANAGED,CC
206,296,78,MANAGED,CC
207,38,95,MANAGED,CC
207,112,74,MANAGED,CC
207,204,92,MANAGED,CC
207,280,76,MANAGED,CC
208,145,192,MANAGED,CC
208,235,90,MANAGED,CC
209,72,379,MANAGED,CC
209,221,149,MANAGED,CC
210,105,232,MANAGED,CC
210,221,116,MANAGED,CC
211,32,159,MANAGED,CC
211,178,146,MANAGED,CC
211,293,115,MANAGED,CC
212,33,110,MANAGED,CC
212,126,93,MANAGED,CC
212,215,89,MANAGED,CC
213,14,71,MANAGED,CC
213,85,71,MANAGED,CC
213,170,85,MANAGED,CC
213,256,86,MANAGED,CC
216,200,307,MANAGED,CC
216,281,81,MANAGED,CC
217,74,131,MANAGED,CC
217,199,125,MANAGED,CC
217,299,100,MANAGED,CC
218,63,190,MANAGED,CC
218,155,92,MANAGED,CC
218,274,119,MANAGED,CC
