TARGET,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8,Period 9,Period 10,Period 11,Period 12,Period 13,Period 14,Period 15,Period 16,Period 17,Period 18,Period 19,Period 20,Period 21,Period 22,Period 23,Period 24,Period 25,Period 26,Period 27,Period 28,Period 29,Period 30
feature.Yield.managed.Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0625,0.0,3865.375,3542.21875,2571.28125,6011.09375
flow.even.product.Yield.managed.Total,0.006000000052154064,0.0010000000474974513,0.017999999225139618,0.15199999511241913,0.041999999433755875,0.4020000100135803,0.003000000026077032,0.00800000037997961,0.004999999888241291,0.007000000216066837,0.017999999225139618,0.007000000216066837,0.01899999938905239,0.03999999910593033,0.008999999612569809,0.019999999552965164,0.0,0.00800000037997961,0.013000000268220901,0.00800000037997961,0.003000000026077032,0.017999999225139618,0.00800000037997961,0.007000000216066837,0.004000000189989805,0.003000000026077032,0.01600000075995922,0.00800000037997961,0.003000000026077032,0.0
product.Treated.managed.CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
product.Yield.managed.Total,2.1328125,7.6015625,27.6953125,161.2109375,51.015625,411.171875,12.3515625,0.3828125,3.296875,0.96875,27.6953125,1.3046875,28.421875,49.171875,18.4921875,28.90625,9.171875,0.203125,22.3046875,0.265625,5.5078125,27.0390625,0.2734375,0.953125,13.4375,5.7734375,24.984375,0.5625,5.265625,8.8828125
