CURVE,X,Y
1745,210,118.9
1745,220,124.5
1745,230,130.2
1745,240,135.8
1745,260,147.2
1745,270,152.8
1745,280,158.5
1745,290,164.1
1745,299,169.2
1449,0,0.6
1449,1,0.6
1449,10,5.7
1449,20,11.3
1449,30,17
1449,40,22.6
1449,60,34
1449,70,39.6
1449,80,45.3
1449,90,50.9
1449,110,62.3
1449,120,67.9
1449,130,73.6
1449,140,79.2
1449,160,90.6
1449,170,96.2
1449,180,101.9
1449,190,107.5
1449,210,118.9
1449,220,124.5
1449,230,130.2
1449,240,135.8
1449,260,147.2
1449,270,152.8
1449,280,158.5
1449,290,164.1
1449,299,169.2
1027,0,0.6
1027,1,0.6
1027,10,6.3
1027,20,12.6
1027,30,18.8
1027,70,44
1027,80,50.2
1027,120,75.4
1027,130,81.6
1027,170,106.8
1027,180,113
1027,220,138.2
1027,230,144.4
1027,270,169.6
1027,280,175.8
1027,290,182.1
1027,299,187.8
983,0,0.6
983,1,0.6
983,10,6.3
983,20,12.6
983,30,18.8
983,70,44
983,80,50.2
983,120,75.4
983,130,81.6
983,170,106.8
983,180,113
983,220,138.2
983,230,144.4
983,270,169.6
983,280,175.8
983,290,182.1
983,299,187.8
755,0,0.6
755,1,0.6
755,10,6.3
755,20,12.6
755,30,18.8
755,70,44
755,80,50.2
755,120,75.4
755,130,81.6
755,170,106.8
755,180,113
755,220,138.2
755,230,144.4
755,270,169.6
755,280,175.8
755,290,182.1
755,299,187.8
1372,0,0.6
1372,1,0.6
1372,10,6.3
1372,20,12.6
1372,30,18.8
1372,70,44
1372,80,50.2
1372,120,75.4
1372,130,81.6
1372,170,106.8
1372,180,113
1372,220,138.2
1372,230,144.4
1372,270,169.6
1372,280,175.8
1372,290,182.1
1372,299,187.8
585,0,0.6
585,1,0.6
585,10,6.3
585,20,12.6
585,30,18.8
585,70,44
585,80,50.2
585,120,75.4
585,130,81.6
585,170,106.8
585,180,113
585,220,138.2
585,230,144.4
585,270,169.6
585,280,175.8
585,290,182.1
585,299,187.8
997,0,0.6
997,1,0.6
997,10,6.3
997,20,12.6
997,30,18.8
997,70,44
997,80,50.2
997,120,75.4
997,130,81.6
997,170,106.8
997,180,113
997,220,138.2
997,230,144.4
997,270,169.6
997,280,175.8
997,290,182.1
997,299,187.8
1127,0,0.6
1127,1,0.6
1127,10,6.3
1127,20,12.6
1127,30,18.8
1127,70,44
1127,80,50.2
1127,120,75.4
1127,130,81.6
1127,170,106.8
1127,180,113
1127,220,138.2
1127,230,144.4
1127,270,169.6
1127,280,175.8
1127,290,182.1
1127,299,187.8
877,0,0.6
877,1,0.6
877,10,6.3
877,20,12.6
877,30,18.8
877,70,44
877,80,50.2
877,120,75.4
877,130,81.6
877,170,106.8
877,180,113
877,220,138.2
877,230,144.4
877,270,169.6
877,280,175.8
877,290,182.1
877,299,187.8
367,0,0.6
367,1,0.6
367,10,6.3
367,20,12.6
367,30,18.8
367,70,44
367,80,50.2
367,120,75.4
367,130,81.6
367,170,106.8
367,180,113
367,220,138.2
367,230,144.4
367,270,169.6
367,280,175.8
367,290,182.1
367,299,187.8
1567,0,0.6
1567,1,0.6
1567,10,6.3
1567,20,12.6
1567,30,18.8
1567,70,44
1567,80,50.2
1567,120,75.4
1567,130,81.6
1567,170,106.8
1567,180,113
1567,220,138.2
1567,230,144.4
1567,270,169.6
1567,280,175.8
1567,290,182.1
1567,299,187.8
1185,0,0.6
1185,1,0.6
1185,10,6.3
1185,20,12.6
1185,30,18.8
1185,70,44
1185,80,50.2
1185,120,75.4
1185,130,81.6
1185,170,106.8
1185,180,113
1185,220,138.2
1185,230,144.4
1185,270,169.6
1185,280,175.8
1185,290,182.1
1185,299,187.8
859,0,0.6
859,1,0.6
859,10,6.3
859,20,12.6
859,30,18.8
859,70,44
859,80,50.2
859,120,75.4
859,130,81.6
859,170,106.8
859,180,113
859,220,138.2
859,230,144.4
859,270,169.6
859,280,175.8
859,290,182.1
859,299,187.8
1292,0,0.6
1292,1,0.6
1292,10,6.3
1292,20,12.6
1292,30,18.8
1292,70,44
1292,80,50.2
1292,120,75.4
1292,130,81.6
1292,170,106.8
1292,180,113
1292,220,138.2
1292,230,144.4
1292,270,169.6
1292,280,175.8
1292,290,182.1
1292,299,187.8
1815,0,0.6
1815,1,0.6
1815,10,6.3
1815,20,12.6
1815,30,18.8
1815,70,44
1815,80,50.2
1815,120,75.4
1815,130,81.6
1815,170,106.8
1815,180,113
1815,220,138.2
1815,230,144.4
1815,270,169.6
1815,280,175.8
1815,290,182.1
1815,299,187.8
1077,0,0.6
1077,1,0.6
1077,10,6.3
1077,20,12.6
1077,30,18.8
1077,70,44
1077,80,50.2
1077,120,75.4
1077,130,81.6
1077,170,106.8
1077,180,113
1077,220,138.2
1077,230,144.4
1077,270,169.6
1077,280,175.8
1077,290,182.1
1077,299,187.8
1597,0,0.6
1597,1,0.6
1597,10,6.3
1597,20,12.6
1597,30,18.8
1597,70,44
1597,80,50.2
1597,120,75.4
1597,130,81.6
1597,170,106.8
1597,180,113
1597,220,138.2
1597,230,144.4
1597,270,169.6
1597,280,175.8
1597,290,182.1
1597,299,187.8
951,0,0.6
951,1,0.6
951,10,6.3
951,20,12.6
951,30,18.8
951,70,44
951,80,50.2
951,120,75.4
951,130,81.6
951,170,106.8
951,180,113
951,220,138.2
951,230,144.4
951,270,169.6
951,280,175.8
951,290,182.1
951,299,187.8
1327,0,0.6
1327,1,0.6
1327,10,6.3
1327,20,12.6
1327,30,18.8
1327,70,44
1327,80,50.2
1327,120,75.4
1327,130,81.6
1327,170,106.8
1327,180,113
1327,220,138.2
1327,230,144.4
1327,270,169.6
1327,280,175.8
1327,290,182.1
1327,299,187.8
199,0,0.6
199,1,0.6
199,10,6.3
199,20,12.6
199,30,18.8
199,70,44
199,80,50.2
199,120,75.4
199,130,81.6
199,170,106.8
199,180,113
199,220,138.2
199,230,144.4
199,270,169.6
199,280,175.8
199,290,182.1
199,299,187.8
79,0,0.7
1723,0,0.7
1723,1,0.7
1723,10,6.5
1723,20,13.1
1723,30,19.6
1723,40,26.2
1723,60,39.2
1723,70,45.8
1723,80,52.3
1723,90,58.9
1723,110,71.9
1723,120,78.5
1723,130,85
1723,140,91.6
1723,160,104.6
1723,170,111.2
1723,180,117.7
1723,190,124.3
1723,210,137.3
1723,220,143.9
1723,230,150.4
1723,240,157
1723,260,170
1723,270,176.6
1723,280,183.1
1723,290,189.7
1723,299,195.5
1403,0,0.7
1403,1,0.7
1403,10,6.5
1403,20,13.1
1403,30,19.6
1403,40,26.2
1403,60,39.2
1403,70,45.8
1403,80,52.3
1403,90,58.9
1403,110,71.9
1403,120,78.5
1403,130,85
1403,140,91.6
1403,160,104.6
1403,170,111.2
1403,180,117.7
1403,190,124.3
1403,210,137.3
1403,220,143.9
1403,230,150.4
1403,240,157
1403,260,170
1403,270,176.6
1403,280,183.1
1403,290,189.7
1403,299,195.5
1930,0,0.7
1930,1,0.7
1930,10,6.5
1930,20,13.1
1930,30,19.6
1930,40,26.2
1930,60,39.2
1930,70,45.8
1930,80,52.3
1930,90,58.9
1930,110,71.9
1930,120,78.5
1930,130,85
1930,140,91.6
1930,160,104.6
1930,170,111.2
1930,180,117.7
1930,190,124.3
1930,210,137.3
1930,220,143.9
1930,230,150.4
1930,240,157
1930,260,170
1930,270,176.6
1930,280,183.1
1930,290,189.7
1930,299,195.5
1762,0,0.7
1762,1,0.7
1762,10,6.5
1762,20,13.1
1762,30,19.6
1762,40,26.2
1762,60,39.2
1762,70,45.8
1762,80,52.3
1762,90,58.9
1762,110,71.9
1762,120,78.5
1762,130,85
1762,140,91.6
1762,160,104.6
1762,170,111.2
1762,180,117.7
1762,190,124.3
1762,210,137.3
1762,220,143.9
1762,230,150.4
1762,240,157
1762,260,170
1762,270,176.6
1762,280,183.1
1762,290,189.7
1762,299,195.5
1059,0,0.7
1059,1,0.7
1059,10,6.5
1059,20,13.1
1059,30,19.6
1059,40,26.2
1059,60,39.2
1059,70,45.8
1059,80,52.3
1059,90,58.9
1059,110,71.9
1059,120,78.5
1059,130,85
1059,140,91.6
1059,160,104.6
1059,170,111.2
1059,180,117.7
1059,190,124.3
1059,210,137.3
1059,220,143.9
1059,230,150.4
1059,240,157
1059,260,170
1059,270,176.6
1059,280,183.1
1059,290,189.7
1059,299,195.5
815,0,0.7
815,1,0.7
815,10,6.5
815,20,13.1
815,30,19.6
815,40,26.2
815,60,39.2
815,70,45.8
815,80,52.3
815,90,58.9
815,110,71.9
815,120,78.5
815,130,85
815,140,91.6
815,160,104.6
815,170,111.2
815,180,117.7
815,190,124.3
815,210,137.3
815,220,143.9
815,230,150.4
815,240,157
815,260,170
815,270,176.6
815,280,183.1
815,290,189.7
815,299,195.5
1859,0,0.7
1859,1,0.7
1859,10,7.1
1859,20,14.3
1859,30,21.4
1859,40,28.6
1859,60,42.8
1859,70,50
1859,80,57.1
1859,90,64.3
1859,110,78.5
1859,120,85.7
1859,130,92.8
1859,140,100
1859,160,114.2
1859,170,121.4
1859,180,128.5
1859,190,135.7
1859,210,149.9
1859,220,157.1
1859,230,164.2
1859,240,171.4
1859,260,185.6
1859,270,192.8
1859,280,199.9
1859,290,207.1
1859,299,213.5
1508,0,0.7
1508,1,0.7
1508,10,7.1
1508,20,14.3
1508,30,21.4
1508,40,28.6
1508,60,42.8
1508,70,50
1508,80,57.1
1508,90,64.3
1508,110,78.5
1508,120,85.7
1508,130,92.8
1508,140,100
1508,160,114.2
1508,170,121.4
1508,180,128.5
1508,190,135.7
1508,210,149.9
1508,220,157.1
1508,230,164.2
1508,240,171.4
1508,260,185.6
1508,270,192.8
1508,280,199.9
1508,290,207.1
1508,299,213.5
1168,0,0.7
1168,1,0.7
1168,10,7.1
1168,20,14.3
1168,30,21.4
1168,40,28.6
1168,60,42.8
1168,70,50
1168,80,57.1
1168,90,64.3
1168,110,78.5
1168,120,85.7
1168,130,92.8
1168,140,100
1168,160,114.2
1168,170,121.4
1168,180,128.5
1168,190,135.7
1168,210,149.9
1168,220,157.1
1168,230,164.2
1168,240,171.4
1168,260,185.6
1168,270,192.8
1168,280,199.9
1168,290,207.1
1168,299,213.5
1355,0,0.7
1355,1,0.7
1355,10,7.1
1355,20,14.3
1355,30,21.4
1355,40,28.6
1355,60,42.8
1355,70,50
1355,80,57.1
1355,90,64.3
1355,110,78.5
1355,120,85.7
1355,130,92.8
1355,140,100
1355,160,114.2
1355,170,121.4
1355,180,128.5
1355,190,135.7
1355,210,149.9
1355,220,157.1
1355,230,164.2
1355,240,171.4
1355,260,185.6
1355,270,192.8
1355,280,199.9
1355,290,207.1
1355,299,213.5
1269,0,0.7
1269,1,0.7
1269,10,7.1
1269,20,14.3
1269,30,21.4
1269,40,28.6
1269,60,42.8
1269,70,50
1269,80,57.1
1269,90,64.3
1269,110,78.5
1269,120,85.7
1269,130,92.8
1269,140,100
1269,160,114.2
1269,170,121.4
1269,180,128.5
1269,190,135.7
1269,210,149.9
1269,220,157.1
1269,230,164.2
1269,240,171.4
1269,260,185.6
1269,270,192.8
1269,280,199.9
1269,290,207.1
1269,299,213.5
357,0,0.7
357,1,0.7
357,10,7.1
357,20,14.3
357,30,21.4
357,40,28.6
357,60,42.8
357,70,50
357,80,57.1
357,90,64.3
357,110,78.5
357,120,85.7
357,130,92.8
357,140,100
357,160,114.2
357,170,121.4
357,180,128.5
357,190,135.7
357,210,149.9
357,220,157.1
357,230,164.2
357,240,171.4
357,260,185.6
357,270,192.8
357,280,199.9
357,290,207.1
357,299,213.5
28,0,0.7
1042,0,0.7
1042,1,0.7
1042,10,7.1
1042,20,14.3
1042,30,21.4
1042,40,28.6
1042,60,42.8
1042,70,50
1042,80,57.1
1042,90,64.3
1042,110,78.5
1042,120,85.7
1042,130,92.8
1042,140,100
1042,160,114.2
1042,170,121.4
1042,180,128.5
1042,190,135.7
1042,210,149.9
1042,220,157.1
1042,230,164.2
1042,240,171.4
1042,260,185.6
1042,270,192.8
1042,280,199.9
1042,290,207.1
1042,299,213.5
1204,0,0.7
1204,1,0.7
1204,10,6.5
1204,20,13.1
1204,30,19.6
1204,40,26.2
1204,60,39.2
1204,70,45.8
1204,80,52.3
1204,90,58.9
1204,110,71.9
1204,120,78.5
1204,130,85
1204,140,91.6
1204,160,104.6
1204,170,111.2
1204,180,117.7
1204,190,124.3
1204,210,137.3
1204,220,143.9
1204,230,150.4
1204,240,157
1204,260,170
1204,270,176.6
1204,280,183.1
1204,290,189.7
1204,299,195.5
262,0,0.7
262,1,0.7
262,10,6.5
262,20,13.1
262,30,19.6
262,40,26.2
262,60,39.2
262,70,45.8
262,80,52.3
262,90,58.9
262,110,71.9
262,120,78.5
262,130,85
262,140,91.6
262,160,104.6
262,170,111.2
262,180,117.7
262,190,124.3
262,210,137.3
262,220,143.9
262,230,150.4
262,240,157
262,260,170
262,270,176.6
262,280,183.1
262,290,189.7
262,299,195.5
230,0,0.7
230,1,0.7
230,10,6.5
230,20,13.1
230,30,19.6
230,40,26.2
230,60,39.2
230,70,45.8
230,80,52.3
230,90,58.9
230,110,71.9
230,120,78.5
230,130,85
230,140,91.6
230,160,104.6
230,170,111.2
230,180,117.7
230,190,124.3
230,210,137.3
230,220,143.9
230,230,150.4
230,240,157
230,260,170
230,270,176.6
230,280,183.1
230,290,189.7
230,299,195.5
18,0,1
26,0,1
26,5,1
26,6,0
11,0,0.7
1339,0,0.5
1339,1,0.5
1339,10,5.2
1339,20,10.4
1339,30,15.7
1339,70,36.5
1339,80,41.8
1339,120,62.6
1339,130,67.9
1339,170,88.7
1339,180,94
1339,220,114.8
1339,230,120.1
1339,270,140.9
1339,280,146.2
1339,290,151.4
1339,299,156.1
406,0,0.5
406,1,0.5
406,10,4.8
406,20,9.6
406,30,14.3
406,70,33.5
406,80,38.2
406,120,57.4
406,130,62.1
406,170,81.3
406,180,86
406,220,105.2
406,230,109.9
406,270,129.1
406,280,133.8
406,290,138.6
406,299,142.9
1711,0,0.5
1711,1,0.5
1711,10,4.8
1711,20,9.6
1711,30,14.3
1711,70,33.5
1711,80,38.2
1711,120,57.4
1711,130,62.1
1711,170,81.3
1711,180,86
1711,220,105.2
1711,230,109.9
1711,270,129.1
1711,280,133.8
1711,290,138.6
1711,299,142.9
1446,0,0.5
1446,1,0.5
1446,10,4.8
1446,20,9.6
1446,30,14.3
1446,70,33.5
1446,80,38.2
1446,120,57.4
1446,130,62.1
1446,170,81.3
1446,180,86
1446,220,105.2
1446,230,109.9
1446,270,129.1
1446,280,133.8
1446,290,138.6
1446,299,142.9
796,0,0.5
796,1,0.5
796,10,4.8
796,20,9.6
796,30,14.3
796,70,33.5
796,80,38.2
796,120,57.4
796,130,62.1
796,170,81.3
796,180,86
796,220,105.2
796,230,109.9
796,270,129.1
796,280,133.8
796,290,138.6
796,299,142.9
1524,0,0.5
1524,1,0.5
1524,10,4.8
1524,20,9.6
1524,30,14.3
1524,70,33.5
1524,80,38.2
1524,120,57.4
1524,130,62.1
1524,170,81.3
1524,180,86
1524,220,105.2
1524,230,109.9
1524,270,129.1
1524,280,133.8
1524,290,138.6
1524,299,142.9
846,0,0.5
846,1,0.5
846,10,4.8
846,20,9.6
846,30,14.3
846,70,33.5
846,80,38.2
846,120,57.4
846,130,62.1
846,170,81.3
846,180,86
846,220,105.2
846,230,109.9
846,270,129.1
846,280,133.8
846,290,138.6
846,299,142.9
966,0,0.5
966,1,0.5
966,10,4.8
966,20,9.6
966,30,14.3
966,70,33.5
966,80,38.2
966,120,57.4
966,130,62.1
966,170,81.3
966,180,86
966,220,105.2
966,230,109.9
966,270,129.1
966,280,133.8
966,290,138.6
966,299,142.9
1540,0,0.5
1540,1,0.5
1540,10,4.8
1540,20,9.6
1540,30,14.3
1540,70,33.5
1540,80,38.2
1540,120,57.4
1540,130,62.1
1540,170,81.3
1540,180,86
1540,220,105.2
1540,230,109.9
1540,270,129.1
1540,280,133.8
1540,290,138.6
1540,299,142.9
446,0,0.5
446,1,0.5
446,10,4.8
446,20,9.6
446,30,14.3
446,70,33.5
446,80,38.2
446,120,57.4
446,130,62.1
446,170,81.3
446,180,86
446,220,105.2
446,230,109.9
446,270,129.1
446,280,133.8
446,290,138.6
446,299,142.9
380,0,0.5
380,1,0.5
380,10,4.8
380,20,9.6
380,30,14.3
380,70,33.5
380,80,38.2
380,120,57.4
380,130,62.1
380,170,81.3
380,180,86
380,220,105.2
380,230,109.9
380,270,129.1
380,280,133.8
380,290,138.6
380,299,142.9
1876,0,0.5
1876,1,0.5
1876,10,4.8
1876,20,9.6
1876,30,14.3
1876,70,33.5
1876,80,38.2
1876,120,57.4
1876,130,62.1
1876,170,81.3
1876,180,86
1876,220,105.2
1876,230,109.9
1876,270,129.1
1876,280,133.8
1876,290,138.6
1876,299,142.9
1668,0,0.5
1668,1,0.5
1668,10,4.8
1668,20,9.6
1668,30,14.3
1668,70,33.5
1668,80,38.2
1668,120,57.4
1668,130,62.1
1668,170,81.3
1668,180,86
1668,220,105.2
1668,230,109.9
1668,270,129.1
1668,280,133.8
1668,290,138.6
1668,299,142.9
591,0,0.5
591,1,0.5
591,10,4.8
591,20,9.6
591,30,14.3
591,70,33.5
591,80,38.2
591,120,57.4
591,130,62.1
591,170,81.3
591,180,86
591,220,105.2
591,230,109.9
591,270,129.1
591,280,133.8
591,290,138.6
591,299,142.9
1494,0,0.5
1494,1,0.5
1494,10,4.8
1494,20,9.6
1494,30,14.3
1494,70,33.5
1494,80,38.2
1494,120,57.4
1494,130,62.1
1494,170,81.3
1494,180,86
1494,220,105.2
1494,230,109.9
1494,270,129.1
1494,280,133.8
1494,290,138.6
1494,299,142.9
312,0,0.5
312,1,0.5
312,10,4.8
312,20,9.6
312,30,14.3
312,70,33.5
312,80,38.2
312,120,57.4
312,130,62.1
312,170,81.3
312,180,86
312,220,105.2
312,230,109.9
312,270,129.1
312,280,133.8
312,290,138.6
312,299,142.9
489,0,0.5
489,1,0.5
489,20,10
489,30,15.1
489,70,35.1
489,80,40.2
489,120,60.2
489,130,65.3
489,170,85.3
489,180,90.4
489,220,110.4
489,230,115.5
489,270,135.5
489,280,140.6
489,299,150.1
932,0,0.5
932,1,0.5
932,20,10
932,30,15.1
932,70,35.1
932,80,40.2
932,120,60.2
932,130,65.3
932,170,85.3
932,180,90.4
932,220,110.4
932,230,115.5
932,270,135.5
932,280,140.6
932,299,150.1
638,0,0.5
638,1,0.5
638,20,10
638,30,14.9
638,70,34.9
638,80,39.8
638,120,59.8
638,130,64.7
638,170,84.7
638,180,89.6
638,220,109.6
638,230,114.5
638,270,134.5
638,280,139.4
638,299,148.9
716,0,0.5
716,1,0.5
716,20,10
716,30,14.9
716,70,34.9
716,80,39.8
716,120,59.8
716,130,64.7
716,170,84.7
716,180,89.6
716,220,109.6
716,230,114.5
716,270,134.5
716,280,139.4
716,299,148.9
516,0,0.5
516,1,0.5
516,20,10
516,30,14.9
516,70,34.9
516,80,39.8
516,120,59.8
516,130,64.7
516,170,84.7
516,180,89.6
516,220,109.6
516,230,114.5
516,270,134.5
516,280,139.4
516,299,148.9
1432,0,0.5
1432,1,0.5
1432,20,10
1432,30,15.1
1432,70,35.1
1432,80,40.2
1432,120,60.2
1432,130,65.3
1432,170,85.3
1432,180,90.4
1432,220,110.4
1432,230,115.5
1432,270,135.5
1432,280,140.6
1432,299,150.1
1252,0,0.5
1252,1,0.5
1252,20,10
1252,30,15.1
1252,70,35.1
1252,80,40.2
1252,120,60.2
1252,130,65.3
1252,170,85.3
1252,180,90.4
1252,220,110.4
1252,230,115.5
1252,270,135.5
1252,280,140.6
1252,299,150.1
1642,0,0.5
1642,1,0.5
1642,20,10
1642,30,15.1
1642,70,35.1
1642,80,40.2
1642,120,60.2
1642,130,65.3
1642,170,85.3
1642,180,90.4
1642,220,110.4
1642,230,115.5
1642,270,135.5
1642,280,140.6
1642,299,150.1
892,0,0.5
892,1,0.5
892,20,10
892,30,15.1
892,70,35.1
892,80,40.2
892,120,60.2
892,130,65.3
892,170,85.3
892,180,90.4
892,220,110.4
892,230,115.5
892,270,135.5
892,280,140.6
892,299,150.1
280,0,0.5
280,1,0.5
280,20,10
280,30,15.1
280,70,35.1
280,80,40.2
280,120,60.2
280,130,65.3
280,170,85.3
280,180,90.4
280,220,110.4
280,230,115.5
280,270,135.5
280,280,140.6
280,299,150.1
1094,0,0.5
1094,1,0.5
1094,10,5.2
1094,20,10.4
1094,30,15.7
1094,70,36.5
1094,80,41.8
1094,120,62.6
1094,130,67.9
1094,170,88.7
1094,180,94
1094,220,114.8
1094,230,120.1
1094,270,140.9
1094,280,146.2
1094,290,151.4
1094,299,156.1
1210,0,0.5
1210,1,0.5
1210,10,5.2
1210,20,10.4
1210,30,15.7
1210,70,36.5
1210,80,41.8
1210,120,62.6
1210,130,67.9
1210,170,88.7
1210,180,94
1210,220,114.8
