TIME,ITERATION,OBJECTIVE,TYPE,DETAIL
4/5/26, 12:20:55 AM PDT,0,0.0,Version,"2025.07 (2025-07-21 09:08:19 beanshell3-9b893)"
4/5/26, 12:20:56 AM PDT,0,0.0,Load file,"PIN file 'C:/Users/boyd01.stu/Documents/GitHub/femic-k3z-instance----Intensive-Silviculture/models/k3z_patchworks_model/analysis/ctfert_l20h0.pin' using BeanShell: 3.0.0-SPS.5569"
4/5/26, 12:20:56 AM PDT,0,0.0,Status,"Opening block shapefile ../blocks/blocks.shpwith key BLOCK"
4/5/26, 12:20:56 AM PDT,0,0.0,Status,"Loading blocks from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\blocks.csv"
4/5/26, 12:20:56 AM PDT,0,0.0,Load file,"Block file 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\blocks.csv'"
4/5/26, 12:20:57 AM PDT,0,0.0,Hash code,"Block file 'C03F9792D080CC6F6AEBEBBE32E9A07E235D2C72'"
4/5/26, 12:20:57 AM PDT,0,0.0,Status,"Total blocks read: 218"
4/5/26, 12:20:57 AM PDT,0,0.0,Status,"Blocks with managed tracks: 177"
4/5/26, 12:20:57 AM PDT,0,0.0,Status,"Blocks with unmanaged tracks: 218"
4/5/26, 12:20:57 AM PDT,0,0.0,Status,"Loading curves from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\curves.csv"
4/5/26, 12:20:57 AM PDT,0,0.0,Load file,"Curve file 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\curves.csv'"
4/5/26, 12:20:57 AM PDT,0,0.0,Hash code,"Curve file '59F97DF10F506E9D2832B7D3F611A085716FD8BD'"
4/5/26, 12:20:57 AM PDT,0,0.0,Status,"21402 curves read from 400205 records"
4/5/26, 12:20:57 AM PDT,0,0.0,Status,"Loading treatments from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\treatments.csv"
4/5/26, 12:20:57 AM PDT,0,0.0,Load file,"Treatment file 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\treatments.csv'"
4/5/26, 12:20:57 AM PDT,0,0.0,Status,"5 unique non-manual treatment labels read"
4/5/26, 12:20:57 AM PDT,0,0.0,Status,"Loading features from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\features.csv"
4/5/26, 12:20:57 AM PDT,0,0.0,Load file,"Feature file 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\features.csv'"
4/5/26, 12:20:57 AM PDT,0,0.0,Status,"223 unique attributes after reading features"
4/5/26, 12:20:57 AM PDT,0,0.0,Status,"Loading products from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\products.csv"
4/5/26, 12:20:57 AM PDT,0,0.0,Load file,"Product file 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\products.csv'"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"1727 unique attributes after reading products"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"Loading track names from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\tracknames.csv"
4/5/26, 12:20:58 AM PDT,0,0.0,Load file,"Tracknames file 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\tracknames.csv'"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"481 tracknames were read and 481 were properly matched"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"Loading strata codes from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\strata.csv"
4/5/26, 12:20:58 AM PDT,0,0.0,Load file,"Strata file 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\strata.csv'"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"481 strata were read and 481 were properly matched"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"Loading package definitions from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\packages.csv"
4/5/26, 12:20:58 AM PDT,0,0.0,Load file,"Package 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\packages.csv'"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"0 package records were read"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"Loading sequence definitions from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\packageSequences.csv"
4/5/26, 12:20:58 AM PDT,0,0.0,Load file,"Sequences 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\packageSequences.csv'"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"0 sequence records were read"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"Resolving packages"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"Loading accounts from C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\accounts.csv"
4/5/26, 12:20:58 AM PDT,0,0.0,Load file,"Account file 'C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\..\tracks_ctfert_l20h0\accounts.csv'"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"Calculate groups using AU"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"Calculate groups using IFM"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"Adding groups from ..\tracks_ctfert_l20h0\groups.csv"
4/5/26, 12:20:58 AM PDT,0,0.0,Load file,"Group file '..\tracks_ctfert_l20h0\groups.csv'"
4/5/26, 12:20:58 AM PDT,0,0.0,Status,"Adding groups from ..\tracks_ctfert_l20h0\groups_ctfert_au.csv"
4/5/26, 12:20:58 AM PDT,0,0.0,Load file,"Group file '..\tracks_ctfert_l20h0\groups_ctfert_au.csv'"
4/5/26, 12:20:59 AM PDT,0,0.0,Load file,"Topology file '..\blocks\topology_blocks_200r.csv'"
4/5/26, 12:20:59 AM PDT,0,0.0,Status,"Loading topology from ..\blocks\topology_blocks_200r.csv using a distance of 100.0"
4/5/26, 12:20:59 AM PDT,0,0.0,Status,"1221 edge records loaded from topology file"
4/5/26, 12:20:59 AM PDT,0,0.0,Status,"1836 attribute summary accounts"
4/5/26, 12:20:59 AM PDT,0,0.0,Status,"0 intermediate summary accounts"
4/5/26, 12:20:59 AM PDT,0,0.0,Status,"34 meta accounts"
4/5/26, 12:20:59 AM PDT,0,0.0,Status,"1870 targets"
4/5/26, 12:20:59 AM PDT,0,0.0,Status,"Initialize account values"
4/5/26, 12:21:00 AM PDT,0,0.0,Target values changed,"Changes started at 4/5/26, 12:20:59 AM PDT"
4/5/26, 12:21:00 AM PDT,0,0.0,Initialized,""
4/5/26, 12:21:03 AM PDT,0,0.0,Status,"Evaluating PatchWorks_Init"
4/5/26, 12:21:04 AM PDT,0,0.0,Status,"PatchWorks_Init completed"
4/5/26, 12:21:37 AM PDT,0,0.0,Block values changed,"Changes started at 4/5/26, 12:21:37 AM PDT"
4/5/26, 12:21:37 AM PDT,0,0.0,Cancel treatments,""
4/5/26, 12:21:42 AM PDT,0,0.0,Target values changed,"Changes started at 4/5/26, 12:21:37 AM PDT"
4/5/26, 12:21:42 AM PDT,0,0.0,Load file,"Load target summary from 'scenario_l20h0/scenario/targetSummary.csv'"
4/5/26, 12:21:43 AM PDT,0,3.0012000112843158E19,Target values changed,"Changes started at 4/5/26, 12:21:42 AM PDT"
4/5/26, 12:21:43 AM PDT,0,3.0012000112843158E19,Load file,"Load target status from 'scenario_l20h0/scenario/targetStatus.csv'"
4/5/26, 12:21:43 AM PDT,0,3.0012000112843158E19,Block values changed,"Changes started at 4/5/26, 12:21:43 AM PDT"
4/5/26, 12:21:43 AM PDT,0,3.0012000112843158E19,Load file,"Load availability from 'scenario_l20h0/scenario/blockavail.csv.gz'"
4/5/26, 12:21:43 AM PDT,0,3.0012000112843158E19,Block values changed,"Changes started at 4/5/26, 12:21:43 AM PDT"
4/5/26, 12:21:43 AM PDT,0,3.0012000112843158E19,Cancel treatments,""
4/5/26, 12:21:43 AM PDT,0,3.4643176688028625E15,Block values changed,"Changes started at 4/5/26, 12:21:43 AM PDT"
4/5/26, 12:21:43 AM PDT,0,3.4643176688028625E15,Load file,"Load schedule from 'scenario_l20h0/scenario/schedule.csv'"
4/5/26, 12:22:01 AM PDT,0,3.0012000112843158E19,Block values changed,"Changes started at 4/5/26, 12:22:01 AM PDT"
4/5/26, 12:22:01 AM PDT,0,3.0012000112843158E19,Cancel treatments,""
4/5/26, 12:22:06 AM PDT,0,3.0012000112843158E19,Target values changed,"Changes started at 4/5/26, 12:22:01 AM PDT"
4/5/26, 12:22:06 AM PDT,0,3.0012000112843158E19,Load file,"Load target summary from 'scenario_l20h0\scenario/targetSummary.csv'"
4/5/26, 12:22:06 AM PDT,0,3.0012000112843158E19,Target values changed,"Changes started at 4/5/26, 12:22:06 AM PDT"
4/5/26, 12:22:06 AM PDT,0,3.0012000112843158E19,Load file,"Load target status from 'scenario_l20h0\scenario/targetStatus.csv'"
4/5/26, 12:22:06 AM PDT,0,3.0012000112843158E19,Load file,"Load availability from 'scenario_l20h0\scenario/blockavail.csv.gz'"
4/5/26, 12:22:06 AM PDT,0,3.0012000112843158E19,Block values changed,"Changes started at 4/5/26, 12:22:06 AM PDT"
4/5/26, 12:22:06 AM PDT,0,3.0012000112843158E19,Cancel treatments,""
4/5/26, 12:22:07 AM PDT,0,3.4643176688028625E15,Block values changed,"Changes started at 4/5/26, 12:22:06 AM PDT"
4/5/26, 12:22:07 AM PDT,0,3.4643176688028625E15,Load file,"Load schedule from 'scenario_l20h0\scenario/schedule.csv'"
4/5/26, 12:22:07 AM PDT,0,3.4643176688028625E15,Save scenario,"Save stage scenario_l20h0 to C:\Users\boyd01.stu\Documents\GitHub\femic-k3z-instance----Intensive-Silviculture\models\k3z_patchworks_model\analysis\scenario_l20h0"
