TARGET,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8,Period 9,Period 10,Period 11,Period 12,Period 13,Period 14,Period 15,Period 16,Period 17,Period 18,Period 19,Period 20,Period 21,Period 22,Period 23,Period 24,Period 25,Period 26,Period 27,Period 28,Period 29,Period 30
feature.Yield.managed.Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flow.even.product.Yield.managed.Total,0.38199999928474426,0.10199999809265137,0.019999999552965164,0.012000000104308128,0.0020000000949949026,0.0020000000949949026,0.008999999612569809,0.37599998712539673,0.02199999988079071,0.007000000216066837,0.00800000037997961,0.004999999888241291,0.00800000037997961,0.007000000216066837,0.007000000216066837,0.009999999776482582,0.006000000052154064,0.00800000037997961,0.003000000026077032,0.003000000026077032,0.007000000216066837,0.014999999664723873,0.006000000052154064,0.006000000052154064,0.010999999940395355,0.0020000000949949026,0.004000000189989805,0.003000000026077032,0.006000000052154064,0.0
product.Treated.managed.CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
product.Yield.managed.Total,390.6953125,110.8359375,29.0546875,4.3125,6.0546875,6.015625,0.578125,385.03125,13.578125,0.6328125,0.140625,14.390625,0.265625,0.65625,0.921875,2.046875,2.1484375,0.0546875,5.515625,5.453125,1.390625,6.4296875,2.28125,1.9921875,2.8203125,6.28125,3.671875,5.1015625,2.4921875,8.5859375
