CURVE,X,Y
26,0,0.1
510,0,0.15
294,0,0.13
287,0,0.13
126,0,0.1
913,0,0.17
645,0,0.18
273,0,0.15
670,0,0.19
382,0,0.19
375,0,0.19
147,0,0.18
51,0,0.15
27,0,0.2
453,0,0.21
327,0,0.23
636,0,0.25
426,0,0.23
320,0,0.23
127,0,0.2
1328,0,0.26
911,0,0.26
1868,0,0.3
2221,0,0.32
2122,0,0.3
969,0,0.32
912,0,0.34
623,0,0.3
452,0,0.28
353,0,0.39
598,0,0.39
1878,0,0.6
451,0,0.51
199,0,0.39
53,0,0.25
354,0,0.61
274,0,0.6
975,0,0.68
968,0,0.68
599,0,0.61
200,0,0.61
86,0,0.7
52,0,0.6
11,0,0.2
328,0,0.77
1735,0,0.77
1388,0,0.8
1157,0,0.8
415,0,0.8
383,0,0.81
646,0,0.82
376,0,0.81
321,0,0.77
161,0,0.7
652,0,0.82
2205,0,0.87
1179,0,0.85
511,0,0.85
561,0,0.87
288,0,0.87
148,0,0.82
17,0,1
24,0,1
24,5,1
24,6,0
10,0,0.7
9,0,0.1
355,0,200
838,0,200
838,10,627
838,20,611
838,30,597
838,40,589
838,50,584
838,60,580
838,80,574
838,90,570
838,110,558
838,120,551
838,140,539
838,150,531
838,160,524
838,170,516
838,200,495
838,220,479
838,230,472
838,270,448
838,290,438
781,0,200
781,10,627
781,20,611
781,30,597
781,40,589
781,50,584
781,60,580
781,80,574
781,90,570
781,110,558
781,120,551
781,140,539
781,150,531
781,160,524
781,170,516
781,200,495
781,220,479
781,230,472
781,270,448
781,290,438
1869,0,250
1869,10,677
1869,20,642
1869,30,626
1869,40,622
1869,50,619
1869,60,614
1869,70,608
1869,80,600
1869,90,591
1869,100,581
1869,120,559
1869,130,550
1869,140,538
1869,160,510
624,0,250
624,10,677
624,20,642
624,30,626
624,40,622
624,50,619
624,60,614
624,70,608
624,80,600
624,90,591
624,100,581
624,120,559
624,130,550
624,140,538
624,160,510
600,0,200
1079,0,200
1079,10,627
1079,20,611
1079,30,597
1079,40,589
1079,50,584
1079,60,580
1079,80,574
1079,90,570
1079,110,558
1079,120,551
1079,140,539
1079,150,531
1079,160,524
1079,170,516
1079,200,495
1079,220,479
1079,230,472
1079,270,448
1079,290,438
578,0,200
1954,0,200
1954,10,627
1954,20,611
1954,30,597
