TARGET,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8,Period 9,Period 10,Period 11,Period 12,Period 13,Period 14,Period 15,Period 16,Period 17,Period 18,Period 19,Period 20,Period 21,Period 22,Period 23,Period 24,Period 25,Period 26,Period 27,Period 28,Period 29,Period 30
flow.even.product.Yield.managed.Total,0.0430000014603138,0.06599999964237213,0.04399999976158142,0.009999999776482582,0.03099999949336052,0.009999999776482582,0.010999999940395355,0.01899999938905239,0.14800000190734863,0.10700000077486038,0.06700000166893005,0.10700000077486038,0.020999999716877937,0.061000000685453415,0.024000000208616257,0.07800000160932541,0.00800000037997961,0.03500000014901161,0.05400000140070915,0.1120000034570694,0.14100000262260437,0.0729999989271164,0.07699999958276749,0.019999999552965164,0.028999999165534973,0.026000000536441803,0.006000000052154064,0.014000000432133675,0.04899999871850014,0.0
product.Treated.managed.CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
product.Yield.managed.Total,140.7890625,120.046875,139.9375,170.9296875,151.9375,170.296875,169.8203125,197.53125,46.7734375,83.4375,119.6640625,276.6875,160.7421875,124.6640625,158.078125,250.8828125,187.171875,147.9921875,228.8046875,280.671875,307.0859375,245.7578125,110.3828125,161.734375,153.4921875,204.15625,186.15625,166.625,135.796875,179.9296875
