TARGET,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8,Period 9,Period 10,Period 11,Period 12,Period 13,Period 14,Period 15,Period 16,Period 17,Period 18,Period 19,Period 20,Period 21,Period 22,Period 23,Period 24,Period 25,Period 26,Period 27,Period 28,Period 29,Period 30
flow.even.product.Yield.managed.Total,0.18490000000000004,0.43560000000000004,0.19359999999999997,0.01,0.09609999999999999,0.01,0.012099999999999998,0.0361,2.1903999999999995,1.1448999999999998,0.4489000000000001,1.1448999999999998,0.04410000000000001,0.3721,0.0576,0.6084,0.0063999999999999994,0.12250000000000001,0.29159999999999997,1.2544000000000002,1.9881000000000002,0.5328999999999999,0.5929,0.04,0.08410000000000001,0.06760000000000002,0.0036,0.019600000000000003,0.24010000000000004,0.0
product.Treated.managed.CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
product.Yield.managed.Total,1.9820979369E8,1.4411042116000003E8,1.95832036E8,2.9216723041E8,2.3085763599999997E8,2.9001068209E8,2.8839511684000003E8,3.9017705840999997E8,2.1879006249999996E7,6.961566096000001E7,1.4318994244000003E8,7.655624934399999E8,2.5837990563999996E8,1.5541611556E8,2.4987705625000006E8,6.294278145600001E8,3.5032983240999997E8,2.1902224035999998E8,5.2350355204E8,7.877789427599999E8,9.430242556899999E8,6.0395520025E8,1.2183523641000001E8,2.6156916360999998E8,2.3560408036E8,4.1680080649E8,3.4655173280999994E8,2.7764890384000003E8,1.8440553615999997E8,3.2374445040999997E8
