TARGET,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8,Period 9,Period 10,Period 11,Period 12,Period 13,Period 14,Period 15,Period 16,Period 17,Period 18,Period 19,Period 20,Period 21,Period 22,Period 23,Period 24,Period 25,Period 26,Period 27,Period 28,Period 29,Period 30
feature.Yield.managed.Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4155.28125,10903.9375,13376.625,14525.96875,9776.53125,6869.375,6801.84375,6596.625,7303.59375,11210.71875,13076.75,19496.65625,28517.46875,33767.28125,40280.78125,46335.3125,51151.8125,57911.75,63632.09375
flow.even.product.Yield.managed.Total,0.08399999886751175,0.050999999046325684,0.0689999982714653,0.050999999046325684,0.050999999046325684,0.06300000101327896,0.06499999761581421,0.08900000154972076,0.07100000232458115,0.041999999433755875,0.052000001072883606,0.04399999976158142,0.061000000685453415,0.0560000017285347,0.0689999982714653,0.04899999871850014,0.06700000166893005,0.07900000363588333,0.07100000232458115,0.032999999821186066,0.05700000002980232,0.03700000047683716,0.04500000178813934,0.05000000074505806,0.04699999839067459,0.039000000804662704,0.02500000037252903,0.00800000037997961,0.00800000037997961,0.0
flow.ndy.feature.Yield.managed.Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7829999923706055,0.37700000405311584,1.3029999732971191,1.8550000190734863,1.100000023841858,1.3799999952316284,1.2999999523162842,1.0479999780654907,1.4869999885559082,1.2769999504089355
product.Treated.managed.CT,19.611999988555908,20.0,20.0,20.0,0.0,0.0,0.0,0.4160003662109375,0.0,5.930999755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.10199999809265,10.015999794006348,9.946999549865723,17.865000009536743,0.0,14.389999866485596,0.0,0.0,0.0,1.6879997253417969,4.86400032043457,11.293000221252441,13.304999828338623
product.Yield.managed.Total,92.96875,59.9453125,77.7734375,59.6328125,59.796875,71.3828125,73.40625,98.0625,80.2890625,50.796875,60.3984375,53.015625,69.578125,64.59375,78.265625,57.6640625,75.859375,87.515625,80.0625,41.7265625,66.0234375,45.625,53.5078125,59.28125,56.2734375,47.484375,33.8671875,0.359375,0.4921875,8.328125
