TARGET,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8,Period 9,Period 10,Period 11,Period 12,Period 13,Period 14,Period 15,Period 16,Period 17,Period 18,Period 19,Period 20,Period 21,Period 22,Period 23,Period 24,Period 25,Period 26,Period 27,Period 28,Period 29,Period 30
feature.Yield.managed.Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5503840.0,2.5006530000000004E7
flow.even.product.Yield.managed.Total,1.21,1075.8400000000001,0.0,21609.0,5343.61,1.9600000000000002,3.2400000000000007,334.89,6.760000000000002,1.21,0.16,17.64,0.25,2.89,1.6900000000000004,4.0,3.61,4.41,2905.2100000000005,2.89,3.2400000000000007,4.41,3.2400000000000007,4.84,3.61,1.6900000000000004,0.04,1.6900000000000004,2.25,0.0
product.Treated.managed.CT,3.8463053738312394E14,3.9999999311872E14,3.9999999311872E14,3.9999999311872E14,2.7039999534825477E13,2.984436848658135E13,0.0,1.730559970228831E11,0.0,2.326132859983071E13,3.960099931873608E12,1.5547248732537568E13,3.8463053738312394E14,1.398759975936852E11,0.0,0.0,0.0,2.1252099634395877E11,1.2524520784538162E13,3.463693150413393E14,5.1265599118067633E11,2.6373759546286934E12,3.9999999311872E14,0.0,0.0,1.3479209768114456E12,2.1365668532442128E14,2.314572060181953E13,2.4009999586951176E13,0.0
product.Yield.managed.Total,1.0317999957737471E12,3.5073999856336895E13,2.248099990791782E12,1.492913993885024E14,7.54113996911149E13,7.477999969370111E11,4.156999982972928E11,2.060449991560397E13,4.836199980190925E12,3.3804999861534717E12,2.7033999889268735E12,6.463699973524685E12,1.6666999931731968E12,4.9459999797411835E11,8.930999963418624E11,2.05499999158272E11,2.8599999882854395E11,3.67999998492672E10,5.617709976989859E13,4.396999981989888E11,3.661999985000448E11,4.71999998066688E10,3.4749999857664E11,1.4199999941836802E10,3.172999987003392E11,8.576999964868607E11,2.4962999897751553E12,8.97999996321792E11,6.935999971590144E11,2.2278999908745215E12
