CURVE,X,Y
26,0,0.1
495,0,0.15
282,0,0.13
275,0,0.13
126,0,0.1
830,0,0.17
607,0,0.18
261,0,0.15
613,0,0.19
389,0,0.19
382,0,0.19
147,0,0.18
51,0,0.15
27,0,0.2
460,0,0.21
336,0,0.23
598,0,0.25
433,0,0.23
329,0,0.23
127,0,0.2
828,0,0.26
1581,0,0.3
1899,0,0.32
1800,0,0.3
893,0,0.32
829,0,0.34
585,0,0.3
459,0,0.28
360,0,0.39
785,0,0.39
1591,0,0.6
458,0,0.51
199,0,0.39
53,0,0.25
361,0,0.61
262,0,0.6
899,0,0.68
892,0,0.68
876,0,0.61
200,0,0.61
86,0,0.7
52,0,0.6
11,0,0.2
337,0,0.77
1472,0,0.77
1205,0,0.8
1078,0,0.8
422,0,0.8
390,0,0.81
383,0,0.81
330,0,0.77
161,0,0.7
1625,0,0.82
1883,0,0.87
1100,0,0.85
496,0,0.85
546,0,0.87
276,0,0.87
148,0,0.82
17,0,1
24,0,1
24,5,1
24,6,0
10,0,0.7
9,0,0.1
362,0,200
725,0,200
725,10,627
725,20,611
725,30,597
725,40,589
725,50,584
725,60,580
725,80,574
725,90,570
725,110,558
725,120,551
725,140,539
725,150,531
725,160,524
725,170,516
725,200,495
725,220,479
725,230,472
725,270,448
725,290,438
307,0,200
307,10,627
307,20,611
307,30,597
307,40,589
307,50,584
307,60,580
307,80,574
307,90,570
307,110,558
307,120,551
307,140,539
307,150,531
307,160,524
307,170,516
307,200,495
307,220,479
307,230,472
307,270,448
307,290,438
1003,0,200
1003,10,627
1003,20,611
1003,30,597
1003,40,589
1003,50,584
1003,60,580
1003,80,574
1003,90,570
1003,110,558
1003,120,551
1003,140,539
1003,150,531
1003,160,524
1003,170,516
1003,200,495
1003,220,479
1003,230,472
1003,270,448
1003,290,438
1582,0,250
1582,10,677
1582,20,642
1582,30,626
1582,40,622
1582,50,619
1582,60,614
1582,70,608
1582,80,600
1582,90,591
1582,100,581
1582,120,559
1582,130,550
1582,140,538
1582,160,510
586,0,250
586,10,677
586,20,642
586,30,626
586,40,622
586,50,619
586,60,614
586,70,608
586,80,600
586,90,591
586,100,581
586,120,559
586,130,550
586,140,538
586,160,510
201,0,200
789,0,200
789,10,627
789,20,611
789,30,597
789,40,589
789,50,584
789,60,580
789,80,574
789,90,570
789,110,558
789,120,551
789,140,539
789,150,531
789,160,524
789,170,516
789,200,495
789,220,479
789,230,472
789,270,448
789,290,438
939,0,200
939,10,627
939,20,611
939,30,597
939,40,589
939,50,584
939,60,580
939,80,574
939,90,570
939,110,558
939,120,551
939,140,539
939,150,531
939,160,524
939,170,516
939,200,495
939,220,479
939,230,472
939,270,448
939,290,438
1181,0,200
