TRACK,OFFSET,NEXTAGE,CYCLE,AU,IFM,ORIGIN,SILV_STATE,RETENTION
139,0,0,0,9.85502002E8,managed,natural,baseline,0.915365202588
140,0,0,0,9.85502002E8,managed,planted,cc_pl,0.915365202588
141,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.915365202588
142,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.915365202588
143,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.915365202588
144,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.915365202588
145,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.07
146,0,0,0,9.85502004E8,managed,planted,cc_pl,0.07
147,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.893284997877
148,0,0,0,9.85502004E8,managed,planted,cc_pl,0.893284997877
149,0,0,0,9.85501001E8,unmanaged,planted,cc_pl,0.430588720708
150,0,0,0,9.85501001E8,managed,planted,cc_pl,0.430588720708
151,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.430588720708
152,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.430588720708
153,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.430588720708
154,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.430588720708
155,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.905536880719
156,0,0,0,9.85502002E8,managed,natural,baseline,0.905536880719
157,0,0,0,9.85502002E8,managed,planted,cc_pl,0.905536880719
158,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.905536880719
159,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.905536880719
160,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.905536880719
161,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.905536880719
162,0,0,0,9.85502008E8,unmanaged,natural,baseline,1.0
163,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.984923891173
164,0,0,0,9.85502002E8,managed,natural,baseline,0.984923891173
165,0,0,0,9.85502002E8,managed,planted,cc_pl,0.984923891173
166,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.984923891173
167,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.984923891173
168,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.984923891173
169,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.984923891173
170,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.724372367216
171,0,0,0,9.85503E8,managed,planted,cc_pl,0.724372367216
172,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.689147680999
173,0,0,0,9.85503E8,managed,planted,cc_pl,0.689147680999
174,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.256337605035
175,0,0,0,9.85501E8,managed,planted,cc_pl,0.256337605035
176,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.07
177,0,0,0,9.85502001E8,managed,planted,cc_pl,0.07
178,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.07
179,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.07
180,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.07
181,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.07
182,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.829287294692
183,0,0,0,9.85502002E8,managed,natural,baseline,0.829287294692
184,0,0,0,9.85502002E8,managed,planted,cc_pl,0.829287294692
185,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.829287294692
186,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.829287294692
187,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.829287294692
188,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.829287294692
189,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.07
190,0,0,0,9.85503003E8,managed,natural,baseline,0.07
191,0,0,0,9.85503003E8,managed,planted,cc_pl,0.07
192,0,0,0,9.85502001E8,unmanaged,natural,baseline,0.473218460232
193,0,0,0,9.85502001E8,managed,natural,baseline,0.473218460232
194,0,0,0,9.85502001E8,managed,planted,cc_pl,0.473218460232
195,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.473218460232
196,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.473218460232
197,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.473218460232
198,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.473218460232
199,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.696058175124
200,0,0,0,9.85503E8,managed,planted,cc_pl,0.696058175124
201,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.821027260173
202,0,0,0,9.85503E8,managed,planted,cc_pl,0.821027260173
203,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.973328263431
204,0,0,0,9.85502002E8,managed,natural,baseline,0.973328263431
205,0,0,0,9.85502002E8,managed,planted,cc_pl,0.973328263431
206,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.973328263431
207,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.973328263431
208,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.973328263431
209,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.973328263431
210,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.467696804133
211,0,0,0,9.85502002E8,managed,natural,baseline,0.467696804133
212,0,0,0,9.85502002E8,managed,planted,cc_pl,0.467696804133
213,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.467696804133
214,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.467696804133
215,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.467696804133
216,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.467696804133
217,0,0,0,9.85503003E8,unmanaged,planted,cc_pl,1.0
218,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.106209915032
219,0,0,0,9.85502003E8,managed,natural,baseline,0.106209915032
220,0,0,0,9.85502003E8,managed,planted,cc_pl,0.106209915032
221,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.505972967195
222,0,0,0,9.85503E8,managed,planted,cc_pl,0.505972967195
223,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.0714373435723
224,0,0,0,9.85503E8,managed,planted,cc_pl,0.0714373435723
225,0,0,0,9.85501003E8,unmanaged,natural,baseline,0.208612479961
226,0,0,0,9.85501003E8,managed,natural,baseline,0.208612479961
227,0,0,0,9.85501003E8,managed,planted,cc_pl,0.208612479961
228,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.168214903107
229,0,0,0,9.85501E8,managed,planted,cc_pl,0.168214903107
230,0,0,0,9.85503E8,unmanaged,natural,baseline,0.623556223083
231,0,0,0,9.85503E8,managed,natural,baseline,0.623556223083
232,0,0,0,9.85503E8,managed,planted,cc_pl,0.623556223083
233,0,0,0,9.85501001E8,unmanaged,planted,cc_pl,0.283377077846
234,0,0,0,9.85501001E8,managed,planted,cc_pl,0.283377077846
235,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.283377077846
236,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.283377077846
237,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.283377077846
238,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.283377077846
239,0,0,0,9.85502007E8,unmanaged,natural,baseline,0.641253615749
240,0,0,0,9.85502007E8,managed,natural,baseline,0.641253615749
241,0,0,0,9.85502007E8,managed,planted,cc_pl,0.641253615749
242,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.385611455631
243,0,0,0,9.85503001E8,managed,planted,cc_pl,0.385611455631
244,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.385611455631
245,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1,0.385611455631
246,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2,0.385611455631
247,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.385611455631
248,0,0,0,9.85501003E8,unmanaged,natural,baseline,0.850163539863
249,0,0,0,9.85501003E8,managed,natural,baseline,0.850163539863
250,0,0,0,9.85501003E8,managed,planted,cc_pl,0.850163539863
251,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.269390960045
252,0,0,0,9.85502003E8,managed,natural,baseline,0.269390960045
253,0,0,0,9.85502003E8,managed,planted,cc_pl,0.269390960045
254,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.3717653841
255,0,0,0,9.85502001E8,managed,planted,cc_pl,0.3717653841
256,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.3717653841
257,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.3717653841
258,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.3717653841
259,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.3717653841
260,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.172770410747
261,0,0,0,9.85503E8,managed,planted,cc_pl,0.172770410747
262,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.494159328853
263,0,0,0,9.85502002E8,managed,natural,baseline,0.494159328853
264,0,0,0,9.85502002E8,managed,planted,cc_pl,0.494159328853
265,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.494159328853
266,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.494159328853
267,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.494159328853
268,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.494159328853
269,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.963962629603
270,0,0,0,9.85502004E8,managed,planted,cc_pl,0.963962629603
271,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.173734897274
272,0,0,0,9.85502002E8,managed,natural,baseline,0.173734897274
273,0,0,0,9.85502002E8,managed,planted,cc_pl,0.173734897274
274,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.173734897274
275,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.173734897274
276,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.173734897274
277,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.173734897274
278,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.103730120011
279,0,0,0,9.85503E8,managed,planted,cc_pl,0.103730120011
280,0,0,0,9.85503E8,unmanaged,natural,baseline,0.658071427221
281,0,0,0,9.85503E8,managed,natural,baseline,0.658071427221
282,0,0,0,9.85503E8,managed,planted,cc_pl,0.658071427221
283,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.879675070775
284,0,0,0,9.85502002E8,managed,natural,baseline,0.879675070775
285,0,0,0,9.85502002E8,managed,planted,cc_pl,0.879675070775
286,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.879675070775
287,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.879675070775
288,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.879675070775
289,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.879675070775
290,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.117970506126
291,0,0,0,9.85501E8,managed,planted,cc_pl,0.117970506126
292,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.426364333152
293,0,0,0,9.85502003E8,managed,natural,baseline,0.426364333152
294,0,0,0,9.85502003E8,managed,planted,cc_pl,0.426364333152
295,0,0,0,9.85501003E8,unmanaged,natural,baseline,1.0
296,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.958070833289
297,0,0,0,9.85502002E8,managed,natural,baseline,0.958070833289
298,0,0,0,9.85502002E8,managed,planted,cc_pl,0.958070833289
299,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.958070833289
300,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.958070833289
301,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.958070833289
302,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.958070833289
303,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.2621758846
304,0,0,0,9.85503E8,managed,planted,cc_pl,0.2621758846
305,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.0757104757039
306,0,0,0,9.85502001E8,managed,planted,cc_pl,0.0757104757039
307,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.0757104757039
308,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.0757104757039
309,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.0757104757039
310,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.0757104757039
311,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.89304630117
312,0,0,0,9.85502004E8,managed,planted,cc_pl,0.89304630117
313,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.889954000794
314,0,0,0,9.85503003E8,managed,natural,baseline,0.889954000794
315,0,0,0,9.85503003E8,managed,planted,cc_pl,0.889954000794
316,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.428087324547
317,0,0,0,9.85502003E8,managed,natural,baseline,0.428087324547
318,0,0,0,9.85502003E8,managed,planted,cc_pl,0.428087324547
319,0,0,0,9.85503003E8,unmanaged,planted,cc_pl,0.07
320,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.163161782358
321,0,0,0,9.85503001E8,managed,planted,cc_pl,0.163161782358
322,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.163161782358
323,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1,0.163161782358
324,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2,0.163161782358
325,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.163161782358
326,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.528989470173
327,0,0,0,9.85503E8,managed,planted,cc_pl,0.528989470173
328,0,0,0,9.85501001E8,unmanaged,natural,baseline,0.440168494538
329,0,0,0,9.85501001E8,managed,natural,baseline,0.440168494538
330,0,0,0,9.85501001E8,managed,planted,cc_pl,0.440168494538
331,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.440168494538
332,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.440168494538
333,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.440168494538
334,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.440168494538
335,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.106946832196
336,0,0,0,9.85502003E8,managed,natural,baseline,0.106946832196
337,0,0,0,9.85502003E8,managed,planted,cc_pl,0.106946832196
338,0,0,0,9.85503E8,unmanaged,natural,baseline,0.319366787709
339,0,0,0,9.85503E8,managed,natural,baseline,0.319366787709
340,0,0,0,9.85503E8,managed,planted,cc_pl,0.319366787709
341,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.73103799262
342,0,0,0,9.85502004E8,managed,planted,cc_pl,0.73103799262
343,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.581594548715
344,0,0,0,9.85503001E8,managed,planted,cc_pl,0.581594548715
345,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.581594548715
346,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1,0.581594548715
347,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2,0.581594548715
348,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.581594548715
349,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.265560269284
350,0,0,0,9.85503E8,managed,planted,cc_pl,0.265560269284
351,0,0,0,9.85502003E8,unmanaged,planted,cc_pl,0.73146568171
352,0,0,0,9.85502003E8,managed,planted,cc_pl,0.73146568171
353,0,0,0,9.85501001E8,unmanaged,planted,cc_pl,0.467438824188
354,0,0,0,9.85501001E8,managed,planted,cc_pl,0.467438824188
355,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.467438824188
356,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.467438824188
357,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.467438824188
358,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.467438824188
359,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.354441959338
360,0,0,0,9.85502001E8,managed,planted,cc_pl,0.354441959338
361,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.354441959338
362,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.354441959338
363,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.354441959338
364,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.354441959338
365,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.24668595518
366,0,0,0,9.85503003E8,managed,natural,baseline,0.24668595518
367,0,0,0,9.85503003E8,managed,planted,cc_pl,0.24668595518
368,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.250628581742
369,0,0,0,9.85502002E8,managed,natural,baseline,0.250628581742
370,0,0,0,9.85502002E8,managed,planted,cc_pl,0.250628581742
