TRACK,OFFSET,NEXTAGE,CYCLE,AU,IFM,ORIGIN,SILV_STATE,RETENTION
371,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.250628581742
372,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.250628581742
373,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.250628581742
374,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.250628581742
375,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.765644255548
376,0,0,0,9.85502004E8,managed,planted,cc_pl,0.765644255548
377,0,0,0,9.85502005E8,unmanaged,natural,baseline,0.478947086421
378,0,0,0,9.85502005E8,managed,natural,baseline,0.478947086421
379,0,0,0,9.85502005E8,managed,planted,cc_pl,0.478947086421
380,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.348407111032
381,0,0,0,9.85503003E8,managed,natural,baseline,0.348407111032
382,0,0,0,9.85503003E8,managed,planted,cc_pl,0.348407111032
383,0,0,0,9.85502007E8,unmanaged,natural,baseline,0.07
384,0,0,0,9.85502007E8,managed,natural,baseline,0.07
385,0,0,0,9.85502007E8,managed,planted,cc_pl,0.07
386,0,0,0,9.85502007E8,unmanaged,natural,baseline,0.265903085753
387,0,0,0,9.85502007E8,managed,natural,baseline,0.265903085753
388,0,0,0,9.85502007E8,managed,planted,cc_pl,0.265903085753
389,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.125358116896
390,0,0,0,9.85503001E8,managed,planted,cc_pl,0.125358116896
391,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.125358116896
392,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1,0.125358116896
393,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2,0.125358116896
394,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.125358116896
395,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.823585119235
396,0,0,0,9.85501E8,managed,planted,cc_pl,0.823585119235
397,0,0,0,9.85501E8,unmanaged,natural,baseline,0.107082939985
398,0,0,0,9.85501E8,managed,natural,baseline,0.107082939985
399,0,0,0,9.85501E8,managed,planted,cc_pl,0.107082939985
400,0,0,0,9.85502002E8,unmanaged,planted,cc_pl,0.222741010503
401,0,0,0,9.85502002E8,managed,planted,cc_pl,0.222741010503
402,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.222741010503
403,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.222741010503
404,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.222741010503
405,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.222741010503
406,0,0,0,9.85503E8,unmanaged,natural,baseline,0.180037642158
407,0,0,0,9.85503E8,managed,natural,baseline,0.180037642158
408,0,0,0,9.85503E8,managed,planted,cc_pl,0.180037642158
409,0,0,0,9.85502005E8,unmanaged,planted,cc_pl,0.07
410,0,0,0,9.85502005E8,managed,planted,cc_pl,0.07
411,0,0,0,9.85501003E8,unmanaged,natural,baseline,0.410299995511
412,0,0,0,9.85501003E8,managed,natural,baseline,0.410299995511
413,0,0,0,9.85501003E8,managed,planted,cc_pl,0.410299995511
414,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.221128070689
415,0,0,0,9.85502003E8,managed,natural,baseline,0.221128070689
416,0,0,0,9.85502003E8,managed,planted,cc_pl,0.221128070689
417,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.423186291915
418,0,0,0,9.85503003E8,managed,natural,baseline,0.423186291915
419,0,0,0,9.85503003E8,managed,planted,cc_pl,0.423186291915
420,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.198136156324
421,0,0,0,9.85501E8,managed,planted,cc_pl,0.198136156324
422,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.204681352344
423,0,0,0,9.85503E8,managed,planted,cc_pl,0.204681352344
424,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.108028774973
425,0,0,0,9.85503E8,managed,planted,cc_pl,0.108028774973
426,0,0,0,9.85502002E8,unmanaged,planted,cc_pl,0.07
427,0,0,0,9.85501E8,unmanaged,natural,baseline,0.340445796815
428,0,0,0,9.85501E8,managed,natural,baseline,0.340445796815
429,0,0,0,9.85501E8,managed,planted,cc_pl,0.340445796815
430,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.183298006844
431,0,0,0,9.85502001E8,managed,planted,cc_pl,0.183298006844
432,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.183298006844
433,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.183298006844
434,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.183298006844
435,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.183298006844
436,0,0,0,9.85502005E8,unmanaged,planted,cc_pl,1.0
437,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.272158240178
438,0,0,0,9.85502001E8,managed,planted,cc_pl,0.272158240178
439,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.272158240178
440,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.272158240178
441,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.272158240178
442,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.272158240178
443,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.081100915014
444,0,0,0,9.85503E8,managed,planted,cc_pl,0.081100915014
445,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.196642866716
446,0,0,0,9.85503E8,managed,planted,cc_pl,0.196642866716
447,0,0,0,9.85503001E8,unmanaged,natural,baseline,0.07
448,0,0,0,9.85503001E8,managed,natural,baseline,0.07
449,0,0,0,9.85503E8,unmanaged,natural,baseline,0.266484715444
450,0,0,0,9.85503E8,managed,natural,baseline,0.266484715444
451,0,0,0,9.85503E8,managed,planted,cc_pl,0.266484715444
452,0,0,0,9.85501001E8,unmanaged,planted,cc_pl,0.896217293005
453,0,0,0,9.85501001E8,managed,planted,cc_pl,0.896217293005
454,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.896217293005
455,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.896217293005
456,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.896217293005
457,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.896217293005
458,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.478257792157
459,0,0,0,9.85502002E8,managed,natural,baseline,0.478257792157
460,0,0,0,9.85502002E8,managed,planted,cc_pl,0.478257792157
461,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.478257792157
462,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.478257792157
463,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.478257792157
464,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.478257792157
465,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.433582019437
466,0,0,0,9.85503001E8,managed,planted,cc_pl,0.433582019437
467,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.433582019437
468,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1,0.433582019437
469,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2,0.433582019437
470,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.433582019437
471,0,0,0,9.85501E8,unmanaged,natural,baseline,0.129492828771
472,0,0,0,9.85501E8,managed,natural,baseline,0.129492828771
473,0,0,0,9.85501E8,managed,planted,cc_pl,0.129492828771
474,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.159214595054
475,0,0,0,9.85501E8,managed,planted,cc_pl,0.159214595054
476,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.118401567943
477,0,0,0,9.85502003E8,managed,natural,baseline,0.118401567943
478,0,0,0,9.85502003E8,managed,planted,cc_pl,0.118401567943
479,0,0,0,9.85503E8,unmanaged,natural,baseline,0.0767240231376
480,0,0,0,9.85503E8,managed,natural,baseline,0.0767240231376
481,0,0,0,9.85503E8,managed,planted,cc_pl,0.0767240231376
482,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.123910496762
483,0,0,0,9.85502003E8,managed,natural,baseline,0.123910496762
484,0,0,0,9.85502003E8,managed,planted,cc_pl,0.123910496762
485,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.07
486,0,0,0,9.85502003E8,managed,natural,baseline,0.07
487,0,0,0,9.85502003E8,managed,planted,cc_pl,0.07
488,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.151627450199
489,0,0,0,9.85503003E8,managed,natural,baseline,0.151627450199
490,0,0,0,9.85503003E8,managed,planted,cc_pl,0.151627450199
491,0,0,0,9.85502001E8,unmanaged,natural,baseline,0.316299708213
492,0,0,0,9.85502001E8,managed,natural,baseline,0.316299708213
493,0,0,0,9.85502001E8,managed,planted,cc_pl,0.316299708213
494,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.316299708213
495,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.316299708213
496,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.316299708213
497,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.316299708213
498,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.141228957222
499,0,0,0,9.85503E8,managed,planted,cc_pl,0.141228957222
500,0,0,0,9.85501E8,unmanaged,natural,baseline,0.366709767087
501,0,0,0,9.85501E8,managed,natural,baseline,0.366709767087
502,0,0,0,9.85501E8,managed,planted,cc_pl,0.366709767087
