TRACK,STRATA
361,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct)+RETENTION(0.354441959338)
362,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1)+RETENTION(0.354441959338)
363,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2)+RETENTION(0.354441959338)
364,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2_f3)+RETENTION(0.354441959338)
365,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.24668595518)
366,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.24668595518)
367,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.24668595518)
368,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.250628581742)
369,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.250628581742)
370,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.250628581742)
371,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct)+RETENTION(0.250628581742)
372,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1)+RETENTION(0.250628581742)
373,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2)+RETENTION(0.250628581742)
374,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2_f3)+RETENTION(0.250628581742)
375,1.0 x 0+treatment()+AU(9.85502004E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.765644255548)
376,1.0 x 0+treatment()+AU(9.85502004E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.765644255548)
377,1.0 x 0+treatment()+AU(9.85502005E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.478947086421)
378,1.0 x 0+treatment()+AU(9.85502005E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.478947086421)
379,1.0 x 0+treatment()+AU(9.85502005E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.478947086421)
380,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.348407111032)
381,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.348407111032)
382,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.348407111032)
383,1.0 x 0+treatment()+AU(9.85502007E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.07)
384,1.0 x 0+treatment()+AU(9.85502007E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.07)
385,1.0 x 0+treatment()+AU(9.85502007E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.07)
386,1.0 x 0+treatment()+AU(9.85502007E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.265903085753)
387,1.0 x 0+treatment()+AU(9.85502007E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.265903085753)
388,1.0 x 0+treatment()+AU(9.85502007E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.265903085753)
389,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.125358116896)
390,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.125358116896)
391,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct)+RETENTION(0.125358116896)
392,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1)+RETENTION(0.125358116896)
393,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2)+RETENTION(0.125358116896)
394,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2_f3)+RETENTION(0.125358116896)
395,1.0 x 0+treatment()+AU(9.85501E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.823585119235)
396,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.823585119235)
397,1.0 x 0+treatment()+AU(9.85501E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.107082939985)
398,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.107082939985)
399,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.107082939985)
400,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.222741010503)
401,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.222741010503)
402,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct)+RETENTION(0.222741010503)
403,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1)+RETENTION(0.222741010503)
404,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2)+RETENTION(0.222741010503)
405,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2_f3)+RETENTION(0.222741010503)
406,1.0 x 0+treatment()+AU(9.85503E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.180037642158)
407,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.180037642158)
408,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.180037642158)
409,1.0 x 0+treatment()+AU(9.85502005E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.07)
410,1.0 x 0+treatment()+AU(9.85502005E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.07)
411,1.0 x 0+treatment()+AU(9.85501003E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.410299995511)
412,1.0 x 0+treatment()+AU(9.85501003E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.410299995511)
413,1.0 x 0+treatment()+AU(9.85501003E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.410299995511)
414,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.221128070689)
415,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.221128070689)
416,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.221128070689)
417,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.423186291915)
418,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.423186291915)
419,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.423186291915)
420,1.0 x 0+treatment()+AU(9.85501E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.198136156324)
421,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.198136156324)
422,1.0 x 0+treatment()+AU(9.85503E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.204681352344)
423,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.204681352344)
424,1.0 x 0+treatment()+AU(9.85503E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.108028774973)
425,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.108028774973)
426,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.07)
427,1.0 x 0+treatment()+AU(9.85501E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.340445796815)
428,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.340445796815)
429,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.340445796815)
430,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.183298006844)
431,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.183298006844)
432,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct)+RETENTION(0.183298006844)
433,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1)+RETENTION(0.183298006844)
434,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2)+RETENTION(0.183298006844)
435,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2_f3)+RETENTION(0.183298006844)
436,1.0 x 0+treatment()+AU(9.85502005E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(1.0)
437,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.272158240178)
438,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.272158240178)
439,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct)+RETENTION(0.272158240178)
440,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1)+RETENTION(0.272158240178)
441,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2)+RETENTION(0.272158240178)
442,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2_f3)+RETENTION(0.272158240178)
443,1.0 x 0+treatment()+AU(9.85503E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.081100915014)
444,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.081100915014)
445,1.0 x 0+treatment()+AU(9.85503E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.196642866716)
446,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.196642866716)
447,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.07)
448,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.07)
449,1.0 x 0+treatment()+AU(9.85503E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.266484715444)
450,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.266484715444)
451,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.266484715444)
452,1.0 x 0+treatment()+AU(9.85501001E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.896217293005)
453,1.0 x 0+treatment()+AU(9.85501001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.896217293005)
454,1.0 x 0+treatment()+AU(9.85501001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct)+RETENTION(0.896217293005)
455,1.0 x 0+treatment()+AU(9.85501001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1)+RETENTION(0.896217293005)
456,1.0 x 0+treatment()+AU(9.85501001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2)+RETENTION(0.896217293005)
457,1.0 x 0+treatment()+AU(9.85501001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2_f3)+RETENTION(0.896217293005)
458,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.478257792157)
459,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.478257792157)
460,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.478257792157)
461,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct)+RETENTION(0.478257792157)
462,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1)+RETENTION(0.478257792157)
463,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2)+RETENTION(0.478257792157)
464,1.0 x 0+treatment()+AU(9.85502002E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2_f3)+RETENTION(0.478257792157)
465,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.433582019437)
466,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.433582019437)
467,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct)+RETENTION(0.433582019437)
468,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1)+RETENTION(0.433582019437)
469,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2)+RETENTION(0.433582019437)
470,1.0 x 0+treatment()+AU(9.85503001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2_f3)+RETENTION(0.433582019437)
471,1.0 x 0+treatment()+AU(9.85501E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.129492828771)
472,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.129492828771)
473,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.129492828771)
474,1.0 x 0+treatment()+AU(9.85501E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.159214595054)
475,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.159214595054)
476,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.118401567943)
477,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.118401567943)
478,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.118401567943)
479,1.0 x 0+treatment()+AU(9.85503E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.0767240231376)
480,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.0767240231376)
481,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.0767240231376)
482,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.123910496762)
483,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.123910496762)
484,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.123910496762)
485,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.07)
486,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.07)
487,1.0 x 0+treatment()+AU(9.85502003E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.07)
488,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.151627450199)
489,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.151627450199)
490,1.0 x 0+treatment()+AU(9.85503003E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.151627450199)
491,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.316299708213)
492,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.316299708213)
493,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.316299708213)
494,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct)+RETENTION(0.316299708213)
495,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1)+RETENTION(0.316299708213)
496,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2)+RETENTION(0.316299708213)
497,1.0 x 0+treatment()+AU(9.85502001E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl_ct_f1_f2_f3)+RETENTION(0.316299708213)
498,1.0 x 0+treatment()+AU(9.85503E8)+IFM(unmanaged)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.141228957222)
499,1.0 x 0+treatment()+AU(9.85503E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.141228957222)
500,1.0 x 0+treatment()+AU(9.85501E8)+IFM(unmanaged)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.366709767087)
501,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(natural)+SILV_STATE(baseline)+RETENTION(0.366709767087)
502,1.0 x 0+treatment()+AU(9.85501E8)+IFM(managed)+ORIGIN(planted)+SILV_STATE(cc_pl)+RETENTION(0.366709767087)
